Date,Type,Details,Amount,Units,Realized Equity Change,Realized Equity,Balance,Position ID,Asset type,NWA
06/06/2022 14:04:07,Open Position,UPST/USD,48.99 ,0.967035,0.00 ,623.83 ,1.00 ,2205600984,Stocks,0.00 
09/06/2022 01:19:42,Dividend,MSFT/USD,0.03 ,-,0.03 ,623.86 ,1.03 ,2187254609,Stocks,0.00 
01/07/2022 01:04:05,Dividend,KO/USD,0.31 ,-,0.31 ,624.17 ,1.34 ,2187166552,Stocks,0.00 
01/08/2022 00:13:08,Dividend,T/USD,0.49 ,-,0.49 ,624.66 ,1.83 ,2187160069,Stocks,0.00 
11/08/2022 00:07:33,Dividend,AAPL/USD,0.05 ,-,0.05 ,624.71 ,1.88 ,2149086741,Stocks,0.00 
11/08/2022 00:07:33,Dividend,AAPL/USD,0.03 ,-,0.03 ,624.74 ,1.91 ,2155709084,Stocks,0.00 
11/08/2022 00:07:33,Dividend,AAPL/USD,0.06 ,-,0.06 ,624.80 ,1.97 ,2187159742,Stocks,0.00 
01/09/2022 00:33:17,Dividend,INTC/USD,0.33 ,-,0.33 ,625.13 ,2.30 ,1291793597,Stocks,0.00 
01/09/2022 00:33:17,Dividend,INTC/USD,0.18 ,-,0.18 ,625.31 ,2.48 ,2187160781,Stocks,0.00 
03/10/2022 00:49:29,Dividend,KO/USD,0.31 ,-,0.31 ,625.62 ,2.79 ,2187166552,Stocks,0.00 
01/11/2022 00:08:01,Dividend,T/USD,0.60 ,-,0.60 ,626.22 ,3.39 ,2187160069,Stocks,0.00 
10/11/2022 00:23:16,Dividend,AAPL/USD,0.06 ,-,0.06 ,626.28 ,3.45 ,2149086741,Stocks,0.00 
10/11/2022 00:23:16,Dividend,AAPL/USD,0.03 ,-,0.03 ,626.31 ,3.48 ,2155709084,Stocks,0.00 
10/11/2022 00:23:16,Dividend,AAPL/USD,0.07 ,-,0.07 ,626.38 ,3.55 ,2187159742,Stocks,0.00 
01/12/2022 00:08:45,Dividend,INTC/USD,0.40 ,-,0.40 ,626.78 ,3.95 ,1291793597,Stocks,0.00 
01/12/2022 00:08:45,Dividend,INTC/USD,0.22 ,-,0.22 ,627.00 ,4.17 ,2187160781,Stocks,0.00 
15/12/2022 00:09:22,Dividend,KO/USD,0.37 ,-,0.37 ,627.37 ,4.54 ,2187166552,Stocks,0.00 
27/12/2022 20:22:37,Deposit,105.00 USD CreditCard,105.00 ,-,105.00 ,732.37 ,109.54 ,-,-,0.00 
29/12/2022 19:20:19,Open Position,T/USD,10.00 ,0.541419,0.00 ,732.37 ,99.54 ,2347008495,Stocks,0.00 
29/12/2022 19:21:07,Open Position,AAPL/USD,27.33 ,0.210000,0.00 ,732.37 ,72.21 ,2347008762,Stocks,0.00 
29/12/2022 19:21:35,Open Position,INTC/USD,26.67 ,1.020000,0.00 ,732.37 ,45.54 ,2347008853,Stocks,0.00 
29/12/2022 19:22:42,Open Position,O/USD,10.00 ,0.156617,0.00 ,732.37 ,35.54 ,2347009110,Stocks,0.00 
29/12/2022 19:22:58,Open Position,GE/USD,10.00 ,0.119474,0.00 ,732.37 ,25.54 ,2347009166,Stocks,0.00 
29/12/2022 19:23:13,Open Position,JPM/USD,10.00 ,0.075279,0.00 ,732.37 ,15.54 ,2347010117,Stocks,0.00 
29/12/2022 19:23:37,Open Position,O/USD,15.54 ,0.243383,0.00 ,732.37 ,0.00 ,2347010508,Stocks,0.00 
29/12/2022 20:59:44,Position closed,O/USD,15.58 ,0.243383,0.04 ,732.41 ,15.58 ,2347010508,Stocks,0.00 
29/12/2022 20:59:46,Position closed,O/USD,10.03 ,0.156617,0.03 ,732.44 ,25.61 ,2347009110,Stocks,0.00 
03/01/2023 14:31:40,Open Position,BRK.B/USD,10.00 ,0.032268,0.00 ,732.44 ,15.61 ,2348183762,Stocks,0.00 
03/01/2023 14:31:54,Open Position,O/USD,10.00 ,0.156691,0.00 ,732.44 ,5.61 ,2348193684,Stocks,0.00 
04/01/2023 11:03:32,Open Position,GEHC/USD,0.00 ,0.039825,0.00 ,732.44 ,5.61 ,2350287677,Stocks,0.00 
31/01/2023 00:07:49,Dividend,JPM/USD,0.06 ,-,0.06 ,732.50 ,5.67 ,2347010117,Stocks,0.00 
01/02/2023 00:12:19,Dividend,T/USD,0.60 ,-,0.60 ,733.10 ,6.27 ,2187160069,Stocks,0.00 
01/02/2023 00:12:19,Dividend,T/USD,0.13 ,-,0.13 ,733.23 ,6.40 ,2347008495,Stocks,0.00 
13/02/2023 14:58:39,Deposit,280.00 USD CreditCard,280.00 ,-,280.00 ,"1,013.23 ",286.40 ,-,-,0.00 
13/02/2023 15:47:41,Open Position,AMZN/USD,20.00 ,0.203252,0.00 ,"1,013.23 ",266.40 ,2385220389,Stocks,0.00 
13/02/2023 20:09:55,Open Position,CVX/USD,10.00 ,0.058459,0.00 ,"1,013.23 ",256.40 ,2385557052,Stocks,0.00 
13/02/2023 20:12:58,Open Position,INTC/USD,16.40 ,0.575439,0.00 ,"1,013.23 ",240.00 ,2385560783,Stocks,0.00 
13/02/2023 20:13:40,Open Position,TSM/USD,10.00 ,0.104221,0.00 ,"1,013.23 ",230.00 ,2385560978,Stocks,0.00 
13/02/2023 20:14:10,Open Position,JPM/USD,10.00 ,0.070230,0.00 ,"1,013.23 ",220.00 ,2385561957,Stocks,0.00 
13/02/2023 20:14:26,Open Position,O/USD,10.00 ,0.149142,0.00 ,"1,013.23 ",210.00 ,2385562140,Stocks,0.00 
13/02/2023 20:14:41,Open Position,BRK.B/USD,10.00 ,0.032046,0.00 ,"1,013.23 ",200.00 ,2385562279,Stocks,0.00 
15/02/2023 00:10:14,Dividend,O/USD,0.03 ,-,0.03 ,"1,013.26 ",200.03 ,2348193684,Stocks,0.00 
16/02/2023 00:17:21,Dividend,AAPL/USD,0.06 ,-,0.06 ,"1,013.32 ",200.09 ,2149086741,Stocks,0.00 
16/02/2023 00:17:21,Dividend,AAPL/USD,0.03 ,-,0.03 ,"1,013.35 ",200.12 ,2155709084,Stocks,0.00 
16/02/2023 00:17:21,Dividend,AAPL/USD,0.07 ,-,0.07 ,"1,013.42 ",200.19 ,2187159742,Stocks,0.00 
16/02/2023 00:17:21,Dividend,AAPL/USD,0.04 ,-,0.04 ,"1,013.46 ",200.23 ,2347008762,Stocks,0.00 
16/02/2023 19:16:45,Open Position,AMZN/USD,10.23 ,0.102505,0.00 ,"1,013.46 ",190.00 ,2388118085,Stocks,0.00 
27/02/2023 16:34:02,Open Position,KO/USD,10.00 ,0.167196,0.00 ,"1,013.46 ",180.00 ,2394114428,Stocks,0.00 
28/02/2023 18:00:23,Open Position,O/USD,10.00 ,0.154536,0.00 ,"1,013.46 ",170.00 ,2394930836,Stocks,0.00 
01/03/2023 00:08:41,Dividend,INTC/USD,0.40 ,-,0.40 ,"1,013.86 ",170.40 ,1291793597,Stocks,0.00 
01/03/2023 00:08:41,Dividend,INTC/USD,0.22 ,-,0.22 ,"1,014.08 ",170.62 ,2187160781,Stocks,0.00 
01/03/2023 00:08:41,Dividend,INTC/USD,0.32 ,-,0.32 ,"1,014.40 ",170.94 ,2347008853,Stocks,0.00 
01/03/2023 08:24:08,Open Position,DBK.DE/EUR,12.49 ,1.000000,0.00 ,"1,014.40 ",158.45 ,2395283345,Stocks,0.00 
01/03/2023 17:41:24,Open Position,O/USD,10.00 ,0.158028,0.00 ,"1,014.40 ",148.45 ,2395830103,Stocks,0.00 
02/03/2023 16:54:29,Open Position,O/USD,10.00 ,0.157332,0.00 ,"1,014.40 ",138.45 ,2396798496,Stocks,0.00 
02/03/2023 16:55:28,Open Position,BRK.B/USD,13.45 ,0.044114,0.00 ,"1,014.40 ",125.00 ,2396798999,Stocks,0.00 
02/03/2023 16:56:26,Open Position,INTC/USD,15.00 ,0.592417,0.00 ,"1,014.40 ",110.00 ,2396799346,Stocks,0.00 
03/03/2023 15:03:42,Open Position,O/USD,10.00 ,0.155569,0.00 ,"1,014.40 ",100.00 ,2397458892,Stocks,0.00 
06/03/2023 19:29:39,Open Position,O/USD,10.00 ,0.155255,0.00 ,"1,014.40 ",90.00 ,2398791812,Stocks,0.00 
07/03/2023 09:29:08,Deposit,100.00 USD CreditCard,100.00 ,-,100.00 ,"1,114.40 ",190.00 ,-,-,0.00 
07/03/2023 14:30:14,Open Position,BRK.B/USD,10.00 ,0.031546,0.00 ,"1,114.40 ",180.00 ,2399248257,Stocks,0.00 
08/03/2023 14:30:07,Open Position,BRK.B/USD,10.00 ,0.032191,0.00 ,"1,114.40 ",170.00 ,2400039307,Stocks,0.00 
09/03/2023 18:16:43,Open Position,BRK.B/USD,10.00 ,0.032280,0.00 ,"1,114.40 ",160.00 ,2400951164,Stocks,0.00 
10/03/2023 00:24:38,Dividend,CVX/USD,0.08 ,-,0.08 ,"1,114.48 ",160.08 ,2385557052,Stocks,0.00 
10/03/2023 15:48:54,Open Position,KO/USD,10.08 ,0.169554,0.00 ,"1,114.48 ",150.00 ,2401978540,Stocks,0.00 
13/03/2023 13:30:14,Open Position,KO/USD,10.00 ,0.168464,0.00 ,"1,114.48 ",140.00 ,2402997911,Stocks,0.00 
14/03/2023 13:30:08,Open Position,KO/USD,10.00 ,0.166889,0.00 ,"1,114.48 ",130.00 ,2404212596,Stocks,0.00 
15/03/2023 00:08:24,Dividend,O/USD,0.03 ,-,0.03 ,"1,114.51 ",130.03 ,2348193684,Stocks,0.00 
15/03/2023 00:08:24,Dividend,O/USD,0.03 ,-,0.03 ,"1,114.54 ",130.06 ,2385562140,Stocks,0.00 
15/03/2023 19:12:04,Open Position,KO/USD,20.06 ,0.333444,0.00 ,"1,114.54 ",110.00 ,2406034831,Stocks,0.00 
16/03/2023 08:57:18,Open Position,CSGN/CHF,10.00 ,4.448750,0.00 ,"1,114.54 ",100.00 ,2406264657,Stocks,0.00 
20/03/2023 16:02:55,Open Position,CSGN/CHF,10.00 ,11.583000,0.00 ,"1,114.54 ",90.00 ,2408811031,Stocks,0.00 
20/03/2023 16:03:24,Open Position,BRK.B/USD,10.00 ,0.033392,0.00 ,"1,114.54 ",80.00 ,2408811358,Stocks,0.00 
21/03/2023 13:34:58,Open Position,CSGN/CHF,10.00 ,10.938935,0.00 ,"1,114.54 ",70.00 ,2409258736,Stocks,0.00 
22/03/2023 18:27:55,Open Position,TSM/USD,10.00 ,0.105686,0.00 ,"1,114.54 ",60.00 ,2410704730,Stocks,0.00 
24/03/2023 13:31:02,Open Position,BRK.B/USD,10.00 ,0.033922,0.00 ,"1,114.54 ",50.00 ,2412217452,Stocks,0.00 
27/03/2023 07:00:07,Open Position,CSGN/CHF,10.00 ,11.801542,0.00 ,"1,114.54 ",40.00 ,2412774669,Stocks,0.00 
27/03/2023 07:55:46,Open Position,DBK.DE/EUR,10.00 ,1.064392,0.00 ,"1,114.54 ",30.00 ,2412829312,Stocks,0.00 
27/03/2023 13:30:28,Open Position,JPM/USD,10.00 ,0.078450,0.00 ,"1,114.54 ",20.00 ,2412988281,Stocks,0.00 
28/03/2023 15:07:05,Open Position,BRK.B/USD,10.00 ,0.033162,0.00 ,"1,114.54 ",10.00 ,2413915986,Stocks,0.00 
28/03/2023 15:10:37,Open Position,SPY/USD,10.00 ,0.025263,0.00 ,"1,114.54 ",0.00 ,2413917649,CFD,0.00 
29/03/2023 16:09:49,Deposit,90.00 USD CreditCard,90.00 ,-,90.00 ,"1,204.54 ",90.00 ,-,-,0.00 
29/03/2023 16:17:29,Open Position,JPM/USD,10.00 ,0.077131,0.00 ,"1,204.54 ",80.00 ,2414742563,Stocks,0.00 
30/03/2023 14:54:16,Open Position,SPY/USD,10.00 ,0.024723,0.00 ,"1,204.54 ",70.00 ,2415511766,CFD,0.00 
31/03/2023 15:23:54,Open Position,SPY/USD,10.00 ,0.024537,0.00 ,"1,204.54 ",60.00 ,2416275861,CFD,0.00 
03/04/2023 00:20:36,Dividend,KO/USD,0.39 ,-,0.39 ,"1,204.93 ",60.39 ,2187166552,Stocks,0.00 
03/04/2023 00:20:36,Dividend,KO/USD,0.07 ,-,0.07 ,"1,205.00 ",60.46 ,2394114428,Stocks,0.00 
03/04/2023 00:20:36,Dividend,KO/USD,0.07 ,-,0.07 ,"1,205.07 ",60.53 ,2401978540,Stocks,0.00 
03/04/2023 00:20:36,Dividend,KO/USD,0.07 ,-,0.07 ,"1,205.14 ",60.60 ,2402997911,Stocks,0.00 
03/04/2023 00:20:36,Dividend,KO/USD,0.07 ,-,0.07 ,"1,205.21 ",60.67 ,2404212596,Stocks,0.00 
03/04/2023 00:20:36,Dividend,KO/USD,0.13 ,-,0.13 ,"1,205.34 ",60.80 ,2406034831,Stocks,0.00 
03/04/2023 13:31:13,Open Position,BRK.B/USD,10.80 ,0.034897,0.00 ,"1,205.34 ",50.00 ,2416982171,Stocks,0.00 
04/04/2023 14:05:05,Open Position,BRK.B/USD,10.00 ,0.032210,0.00 ,"1,205.34 ",40.00 ,2418861968,Stocks,0.00 
05/04/2023 13:30:40,Open Position,T/USD,10.00 ,0.509165,0.00 ,"1,205.34 ",30.00 ,2420711848,Stocks,0.00 
06/04/2023 14:47:12,Open Position,QQQ/USD,10.00 ,0.031720,0.00 ,"1,205.34 ",20.00 ,2421596765,CFD,0.00 
10/04/2023 14:21:55,Open Position,TSM/USD,10.00 ,0.114587,0.00 ,"1,205.34 ",10.00 ,2422293704,Stocks,0.00 
11/04/2023 17:06:44,Deposit,220.00 USD CreditCard,220.00 ,-,220.00 ,"1,425.34 ",230.00 ,-,-,0.00 
11/04/2023 17:16:53,Open Position,INTC/USD,10.00 ,0.307882,0.00 ,"1,425.34 ",220.00 ,2423194375,Stocks,0.00 
12/04/2023 15:51:13,Open Position,FRCB/USD,10.00 ,0.717875,0.00 ,"1,425.34 ",210.00 ,2423956748,Stocks,0.00 
13/04/2023 00:04:17,Dividend,TSM/USD,0.04 ,-,0.04 ,"1,425.38 ",210.04 ,2385560978,Stocks,0.00 
13/04/2023 13:30:16,Open Position,BRK.B/USD,10.00 ,0.031720,0.00 ,"1,425.38 ",200.04 ,2424443241,Stocks,0.00 
14/04/2023 00:11:37,Dividend,O/USD,0.03 ,-,0.03 ,"1,425.41 ",200.07 ,2348193684,Stocks,0.00 
14/04/2023 00:11:37,Dividend,O/USD,0.03 ,-,0.03 ,"1,425.44 ",200.10 ,2385562140,Stocks,0.00 
14/04/2023 00:11:37,Dividend,O/USD,0.03 ,-,0.03 ,"1,425.47 ",200.13 ,2394930836,Stocks,0.00 
14/04/2023 00:11:37,Dividend,O/USD,0.03 ,-,0.03 ,"1,425.50 ",200.16 ,2395830103,Stocks,0.00 
14/04/2023 00:11:37,Dividend,O/USD,0.03 ,-,0.03 ,"1,425.53 ",200.19 ,2396798496,Stocks,0.00 
14/04/2023 00:11:37,Dividend,O/USD,0.03 ,-,0.03 ,"1,425.56 ",200.22 ,2397458892,Stocks,0.00 
14/04/2023 00:11:37,Dividend,O/USD,0.03 ,-,0.03 ,"1,425.59 ",200.25 ,2398791812,Stocks,0.00 
14/04/2023 14:52:54,Open Position,SPY/USD,10.00 ,0.024225,0.00 ,"1,425.59 ",190.25 ,2425138397,CFD,0.00 
17/04/2023 13:52:57,Open Position,BRK.B/USD,10.00 ,0.031143,0.00 ,"1,425.59 ",180.25 ,2425980510,Stocks,0.00 
18/04/2023 17:13:29,Open Position,BRK.B/USD,10.00 ,0.030838,0.00 ,"1,425.59 ",170.25 ,2426895076,Stocks,0.00 
19/04/2023 16:03:17,Open Position,GS/USD,10.00 ,0.030021,0.00 ,"1,425.59 ",160.25 ,2427566438,Stocks,0.00 
20/04/2023 13:30:27,Open Position,BRK.B/USD,10.25 ,0.031808,0.00 ,"1,425.59 ",150.00 ,2427951260,Stocks,0.00 
24/04/2023 13:30:10,Open Position,GS/USD,10.00 ,0.029241,0.00 ,"1,425.59 ",140.00 ,2429249628,Stocks,0.00 
24/04/2023 13:30:34,Open Position,BRK.B/USD,10.00 ,0.030770,0.00 ,"1,425.59 ",130.00 ,2429287760,Stocks,0.00 
25/04/2023 00:11:19,Dividend,GE/USD,0.01 ,-,0.01 ,"1,425.60 ",130.01 ,2347009166,Stocks,0.00 
25/04/2023 16:12:44,Open Position,BRK.B/USD,10.01 ,0.030640,0.00 ,"1,425.60 ",120.00 ,2430399360,Stocks,0.00 
26/04/2023 13:50:34,Open Position,GOOG/USD,10.00 ,0.094886,0.00 ,"1,425.60 ",110.00 ,2431015787,Stocks,0.00 
27/04/2023 13:30:27,Open Position,SPY/USD,10.00 ,0.024534,0.00 ,"1,425.60 ",100.00 ,2431784489,CFD,0.00 
28/04/2023 13:30:12,Open Position,GOOG/USD,10.00 ,0.092902,0.00 ,"1,425.60 ",90.00 ,2432558526,Stocks,0.00 
01/05/2023 00:05:43,Dividend,T/USD,0.60 ,-,0.60 ,"1,426.20 ",90.60 ,2187160069,Stocks,0.00 
01/05/2023 00:05:43,Dividend,T/USD,0.13 ,-,0.13 ,"1,426.33 ",90.73 ,2347008495,Stocks,0.00 
01/05/2023 00:05:43,Dividend,T/USD,0.12 ,-,0.12 ,"1,426.45 ",90.85 ,2420711848,Stocks,0.00 
01/05/2023 13:30:16,Open Position,QQQ/USD,10.85 ,0.033627,0.00 ,"1,426.45 ",80.00 ,2433265241,CFD,0.00 
02/05/2023 13:30:16,Open Position,JPM/USD,10.00 ,0.070791,0.00 ,"1,426.45 ",70.00 ,2433983029,Stocks,0.00 
03/05/2023 13:30:13,Open Position,QQQ/USD,10.00 ,0.031238,0.00 ,"1,426.45 ",60.00 ,2434882453,CFD,0.00 
04/05/2023 00:21:28,Dividend,JPM/USD,0.06 ,-,0.06 ,"1,426.51 ",60.06 ,2347010117,Stocks,0.00 
04/05/2023 00:21:28,Dividend,JPM/USD,0.06 ,-,0.06 ,"1,426.57 ",60.12 ,2385561957,Stocks,0.00 
04/05/2023 00:21:28,Dividend,JPM/USD,0.07 ,-,0.07 ,"1,426.64 ",60.19 ,2412988281,Stocks,0.00 
04/05/2023 00:21:28,Dividend,JPM/USD,0.07 ,-,0.07 ,"1,426.71 ",60.26 ,2414742563,Stocks,0.00 
04/05/2023 13:30:14,Open Position,JPM/USD,10.26 ,0.076124,0.00 ,"1,426.71 ",50.00 ,2435744915,Stocks,0.00 
04/05/2023 17:06:02,Open Position,QQQ/USD,10.00 ,0.031484,0.00 ,"1,426.71 ",40.00 ,2436405698,CFD,0.00 
08/05/2023 14:02:52,Open Position,SPY/USD,10.00 ,0.024210,0.00 ,"1,426.71 ",30.00 ,2437778608,CFD,0.00 
08/05/2023 14:03:49,Open Position,VOO/USD,10.00 ,0.026357,0.00 ,"1,426.71 ",20.00 ,2437779641,CFD,0.00 
09/05/2023 06:23:53,Deposit,220.00 USD CreditCard,220.00 ,-,220.00 ,"1,646.71 ",240.00 ,-,-,0.00 
09/05/2023 13:30:11,Open Position,SPY/USD,10.00 ,0.024287,0.00 ,"1,646.71 ",230.00 ,2438402480,CFD,0.00 
11/05/2023 13:30:09,Open Position,QQQ/USD,10.00 ,0.030643,0.00 ,"1,646.71 ",220.00 ,2439695554,CFD,0.00 
12/05/2023 13:30:15,Open Position,SPY/USD,10.00 ,0.024155,0.00 ,"1,646.71 ",210.00 ,2440458918,CFD,0.00 
12/05/2023 13:30:16,Open Position,GS/USD,10.00 ,0.030960,0.00 ,"1,646.71 ",200.00 ,2440460711,Stocks,0.00 
15/05/2023 00:09:26,Dividend,O/USD,0.03 ,-,0.03 ,"1,646.74 ",200.03 ,2348193684,Stocks,0.00 
15/05/2023 00:09:26,Dividend,O/USD,0.03 ,-,0.03 ,"1,646.77 ",200.06 ,2385562140,Stocks,0.00 
15/05/2023 00:09:26,Dividend,O/USD,0.03 ,-,0.03 ,"1,646.80 ",200.09 ,2394930836,Stocks,0.00 
15/05/2023 00:09:26,Dividend,O/USD,0.03 ,-,0.03 ,"1,646.83 ",200.12 ,2395830103,Stocks,0.00 
15/05/2023 00:09:26,Dividend,O/USD,0.03 ,-,0.03 ,"1,646.86 ",200.15 ,2396798496,Stocks,0.00 
15/05/2023 00:09:26,Dividend,O/USD,0.03 ,-,0.03 ,"1,646.89 ",200.18 ,2397458892,Stocks,0.00 
15/05/2023 00:09:26,Dividend,O/USD,0.03 ,-,0.03 ,"1,646.92 ",200.21 ,2398791812,Stocks,0.00 
15/05/2023 13:31:13,Open Position,SPY/USD,10.00 ,0.024234,0.00 ,"1,646.92 ",190.21 ,2441110114,CFD,0.00 
16/05/2023 13:30:18,Open Position,O/USD,10.21 ,0.165210,0.00 ,"1,646.92 ",180.00 ,2441660511,Stocks,0.00 
17/05/2023 13:30:19,Open Position,SPY/USD,10.00 ,0.024218,0.00 ,"1,646.92 ",170.00 ,2442342413,CFD,0.00 
18/05/2023 00:37:36,Dividend,AAPL/USD,0.06 ,-,0.06 ,"1,646.98 ",170.06 ,2149086741,Stocks,0.00 
18/05/2023 00:37:36,Dividend,AAPL/USD,0.03 ,-,0.03 ,"1,647.01 ",170.09 ,2155709084,Stocks,0.00 
18/05/2023 00:37:36,Dividend,AAPL/USD,0.07 ,-,0.07 ,"1,647.08 ",170.16 ,2187159742,Stocks,0.00 
18/05/2023 00:37:36,Dividend,AAPL/USD,0.04 ,-,0.04 ,"1,647.12 ",170.20 ,2347008762,Stocks,0.00 
18/05/2023 13:30:15,Open Position,AAPL/USD,10.20 ,0.058939,0.00 ,"1,647.12 ",160.00 ,2443110647,Stocks,0.00 
22/05/2023 00:07:29,Dividend,DBK.DE/EUR,0.24 ,-,0.24 ,"1,647.36 ",160.24 ,2395283345,Stocks,0.00 
22/05/2023 00:07:29,Dividend,DBK.DE/EUR,0.25 ,-,0.25 ,"1,647.61 ",160.49 ,2412829312,Stocks,0.00 
22/05/2023 14:34:40,Open Position,SPY/USD,20.49 ,0.048814,0.00 ,"1,647.61 ",140.00 ,2445015667,CFD,0.00 
23/05/2023 15:45:20,Open Position,SPY/USD,10.00 ,0.023890,0.00 ,"1,647.61 ",130.00 ,2445747600,CFD,0.00 
24/05/2023 16:53:23,Open Position,SPY/USD,10.00 ,0.024321,0.00 ,"1,647.61 ",120.00 ,2446536172,CFD,0.00 
25/05/2023 17:15:31,Open Position,SPY/USD,10.00 ,0.024112,0.00 ,"1,647.61 ",110.00 ,2447348810,CFD,0.00 
26/05/2023 15:34:00,Open Position,SPY/USD,10.00 ,0.023841,0.00 ,"1,647.61 ",100.00 ,2448088110,CFD,0.00 
30/05/2023 13:32:43,Open Position,SPY/USD,20.00 ,0.047298,0.00 ,"1,647.61 ",80.00 ,2449085723,CFD,0.00 
31/05/2023 14:58:10,Open Position,SPY/USD,10.00 ,0.023955,0.00 ,"1,647.61 ",70.00 ,2450369597,CFD,0.00 
01/06/2023 00:12:45,Dividend,INTC/USD,0.14 ,-,0.14 ,"1,647.75 ",70.14 ,1291793597,Stocks,0.00 
01/06/2023 00:12:45,Dividend,INTC/USD,0.07 ,-,0.07 ,"1,647.82 ",70.21 ,2187160781,Stocks,0.00 
01/06/2023 00:12:45,Dividend,INTC/USD,0.11 ,-,0.11 ,"1,647.93 ",70.32 ,2347008853,Stocks,0.00 
01/06/2023 00:12:45,Dividend,INTC/USD,0.06 ,-,0.06 ,"1,647.99 ",70.38 ,2385560783,Stocks,0.00 
01/06/2023 00:12:45,Dividend,INTC/USD,0.06 ,-,0.06 ,"1,648.05 ",70.44 ,2396799346,Stocks,0.00 
01/06/2023 00:12:45,Dividend,INTC/USD,0.03 ,-,0.03 ,"1,648.08 ",70.47 ,2423194375,Stocks,0.00 
01/06/2023 19:15:30,Open Position,SPY/USD,10.00 ,0.023613,0.00 ,"1,648.08 ",60.47 ,2451527978,CFD,0.00 
02/06/2023 13:30:11,Open Position,SPY/USD,10.47 ,0.024623,0.00 ,"1,648.08 ",50.00 ,2451790898,CFD,0.00 
05/06/2023 14:11:58,Open Position,SPY/USD,10.00 ,0.023329,0.00 ,"1,648.08 ",40.00 ,2452822837,CFD,0.00 
06/06/2023 15:22:18,Open Position,SPY/USD,10.00 ,0.023344,0.00 ,"1,648.08 ",30.00 ,2453752410,CFD,0.00 
07/06/2023 13:30:15,Open Position,SPY/USD,10.00 ,0.023308,0.00 ,"1,648.08 ",20.00 ,2454318023,CFD,0.00 
07/06/2023 13:57:29,Deposit,220.00 USD CreditCard,220.00 ,-,220.00 ,"1,868.08 ",240.00 ,-,-,0.00 
08/06/2023 15:57:21,Position closed,CSGN/CHF,3.72 ,4.448750,(6.28),"1,861.80 ",243.72 ,2406264657,Stocks,0.00 
08/06/2023 16:04:54,Position closed,CSGN/CHF,10.40 ,11.801542,0.40 ,"1,862.20 ",254.12 ,2412774669,Stocks,0.00 
08/06/2023 16:10:45,Position closed,CSGN/CHF,10.11 ,11.583000,0.11 ,"1,862.31 ",264.23 ,2408811031,Stocks,0.00 
08/06/2023 16:13:21,Position closed,CSGN/CHF,9.56 ,10.938935,(0.44),"1,861.87 ",273.79 ,2409258736,Stocks,0.00 
09/06/2023 13:30:27,Open Position,SPY/USD,23.79 ,0.055200,0.00 ,"1,861.87 ",250.00 ,2455861972,CFD,0.00 
12/06/2023 00:09:33,Dividend,CVX/USD,0.08 ,-,0.08 ,"1,861.95 ",250.08 ,2385557052,Stocks,0.00 
12/06/2023 14:56:51,Open Position,SPY/USD,10.08 ,0.023379,0.00 ,"1,861.95 ",240.00 ,2457017561,CFD,0.00 
13/06/2023 17:50:27,Open Position,SPY/USD,10.00 ,0.022847,0.00 ,"1,861.95 ",230.00 ,2458123686,CFD,0.00 
15/06/2023 00:12:07,Dividend,O/USD,0.03 ,-,0.03 ,"1,861.98 ",230.03 ,2348193684,Stocks,0.00 
15/06/2023 00:12:07,Dividend,O/USD,0.03 ,-,0.03 ,"1,862.01 ",230.06 ,2385562140,Stocks,0.00 
15/06/2023 00:12:07,Dividend,O/USD,0.03 ,-,0.03 ,"1,862.04 ",230.09 ,2394930836,Stocks,0.00 
15/06/2023 00:12:07,Dividend,O/USD,0.03 ,-,0.03 ,"1,862.07 ",230.12 ,2395830103,Stocks,0.00 
15/06/2023 00:12:07,Dividend,O/USD,0.03 ,-,0.03 ,"1,862.10 ",230.15 ,2396798496,Stocks,0.00 
15/06/2023 00:12:07,Dividend,O/USD,0.03 ,-,0.03 ,"1,862.13 ",230.18 ,2397458892,Stocks,0.00 
15/06/2023 00:12:07,Dividend,O/USD,0.03 ,-,0.03 ,"1,862.16 ",230.21 ,2398791812,Stocks,0.00 
15/06/2023 00:12:07,Dividend,O/USD,0.04 ,-,0.04 ,"1,862.20 ",230.25 ,2441660511,Stocks,0.00 
16/06/2023 16:31:09,Open Position,SPY/USD,30.25 ,0.068369,0.00 ,"1,862.20 ",200.00 ,2460960972,CFD,0.00 
20/06/2023 00:25:53,Dividend,SPY/USD,0.04 ,-,0.04 ,"1,862.24 ",200.04 ,2413917649,CFD,0.00 
20/06/2023 00:25:53,Dividend,SPY/USD,0.03 ,-,0.03 ,"1,862.27 ",200.07 ,2415511766,CFD,0.00 
20/06/2023 00:25:53,Dividend,SPY/USD,0.03 ,-,0.03 ,"1,862.30 ",200.10 ,2416275861,CFD,0.00 
20/06/2023 00:25:53,Dividend,SPY/USD,0.03 ,-,0.03 ,"1,862.33 ",200.13 ,2425138397,CFD,0.00 
20/06/2023 00:25:53,Dividend,SPY/USD,0.03 ,-,0.03 ,"1,862.36 ",200.16 ,2431784489,CFD,0.00 
20/06/2023 00:25:53,Dividend,SPY/USD,0.03 ,-,0.03 ,"1,862.39 ",200.19 ,2437778608,CFD,0.00 
20/06/2023 00:25:53,Dividend,SPY/USD,0.03 ,-,0.03 ,"1,862.42 ",200.22 ,2438402480,CFD,0.00 
20/06/2023 00:25:53,Dividend,SPY/USD,0.03 ,-,0.03 ,"1,862.45 ",200.25 ,2440458918,CFD,0.00 
